CODE,Address Code
320511,สุรินทร์|ปราสาท|โชคนาสาม
320512,สุรินทร์|ปราสาท|เชื้อเพลิง
320513,สุรินทร์|ปราสาท|ปราสาททนง
320514,สุรินทร์|ปราสาท|ตานี
320515,สุรินทร์|ปราสาท|บ้านพลวง
320516,สุรินทร์|ปราสาท|กันตวจระมวล
320517,สุรินทร์|ปราสาท|สมุด
320518,สุรินทร์|ปราสาท|ประทัดบุ
320601,สุรินทร์|กาบเชิง|กาบเชิง
320604,สุรินทร์|กาบเชิง|คูตัน
320605,สุรินทร์|กาบเชิง|ด่าน
320606,สุรินทร์|กาบเชิง|แนงมุด
320607,สุรินทร์|กาบเชิง|โคกตะเคียน
320610,สุรินทร์|กาบเชิง|ตะเคียน
320701,สุรินทร์|รัตนบุรี|รัตนบุรี
320702,สุรินทร์|รัตนบุรี|ธาตุ
320703,สุรินทร์|รัตนบุรี|แก
320704,สุรินทร์|รัตนบุรี|ดอนแรด
320705,สุรินทร์|รัตนบุรี|หนองบัวทอง
320706,สุรินทร์|รัตนบุรี|หนองบัวบาน
320709,สุรินทร์|รัตนบุรี|ไผ่
320711,สุรินทร์|รัตนบุรี|เบิด
320713,สุรินทร์|รัตนบุรี|น้ำเขียว
320714,สุรินทร์|รัตนบุรี|กุดขาคีม
320715,สุรินทร์|รัตนบุรี|ยางสว่าง
320716,สุรินทร์|รัตนบุรี|ทับใหญ่
320801,สุรินทร์|สนม|สนม
320802,สุรินทร์|สนม|โพนโก
320803,สุรินทร์|สนม|หนองระฆัง
320804,สุรินทร์|สนม|นานวน
320805,สุรินทร์|สนม|แคน
320806,สุรินทร์|สนม|หัวงัว
320807,สุรินทร์|สนม|หนองอียอ
320901,สุรินทร์|ศีขรภูมิ|ระแงง
320902,สุรินทร์|ศีขรภูมิ|ตรึม
320903,สุรินทร์|ศีขรภูมิ|จารพัต
320904,สุรินทร์|ศีขรภูมิ|ยาง
320905,สุรินทร์|ศีขรภูมิ|แตล
320906,สุรินทร์|ศีขรภูมิ|หนองบัว
320907,สุรินทร์|ศีขรภูมิ|คาละแมะ
320908,สุรินทร์|ศีขรภูมิ|หนองเหล็ก
320909,สุรินทร์|ศีขรภูมิ|หนองขวาว
320910,สุรินทร์|ศีขรภูมิ|ช่างปี่
320911,สุรินทร์|ศีขรภูมิ|กุดหวาย
320912,สุรินทร์|ศีขรภูมิ|ขวาวใหญ่
320913,สุรินทร์|ศีขรภูมิ|นารุ่ง
320914,สุรินทร์|ศีขรภูมิ|ตรมไพร
320915,สุรินทร์|ศีขรภูมิ|ผักไหม
321001,สุรินทร์|สังขะ|สังขะ
321002,สุรินทร์|สังขะ|ขอนแตก
321006,สุรินทร์|สังขะ|ดม
321007,สุรินทร์|สังขะ|พระแก้ว
321008,สุรินทร์|สังขะ|บ้านจารย์
321009,สุรินทร์|สังขะ|กระเทียม
321010,สุรินทร์|สังขะ|สะกาด
321011,สุรินทร์|สังขะ|ตาตุม
321012,สุรินทร์|สังขะ|ทับทัน
321013,สุรินทร์|สังขะ|ตาคง
321015,สุรินทร์|สังขะ|บ้านชบ
321017,สุรินทร์|สังขะ|เทพรักษา
321101,สุรินทร์|ลำดวน|ลำดวน
321102,สุรินทร์|ลำดวน|โชคเหนือ
321103,สุรินทร์|ลำดวน|อู่โลก
321104,สุรินทร์|ลำดวน|ตรำดม
321105,สุรินทร์|ลำดวน|ตระเปียงเตีย
321201,สุรินทร์|สำโรงทาบ|สำโรงทาบ
321202,สุรินทร์|สำโรงทาบ|หนองไผ่ล้อม
321203,สุรินทร์|สำโรงทาบ|กระออม
321204,สุรินทร์|สำโรงทาบ|หนองฮะ
321205,สุรินทร์|สำโรงทาบ|ศรีสุข
321206,สุรินทร์|สำโรงทาบ|เกาะแก้ว
321207,สุรินทร์|สำโรงทาบ|หมื่นศรี
321208,สุรินทร์|สำโรงทาบ|เสม็จ
321209,สุรินทร์|สำโรงทาบ|สะโน
321210,สุรินทร์|สำโรงทาบ|ประดู่
321301,สุรินทร์|บัวเชด|บัวเชด
321302,สุรินทร์|บัวเชด|สะเดา
321303,สุรินทร์|บัวเชด|จรัส
321304,สุรินทร์|บัวเชด|ตาวัง
321305,สุรินทร์|บัวเชด|อาโพน
321306,สุรินทร์|บัวเชด|สำเภาลูน
321401,สุรินทร์|พนมดงรัก|บักได
321402,สุรินทร์|พนมดงรัก|โคกกลาง
321403,สุรินทร์|พนมดงรัก|จีกแดก
321404,สุรินทร์|พนมดงรัก|ตาเมียง
321501,สุรินทร์|ศรีณรงค์|ณรงค์
321502,สุรินทร์|ศรีณรงค์|แจนแวน
321503,สุรินทร์|ศรีณรงค์|ตรวจ
321504,สุรินทร์|ศรีณรงค์|หนองแวง
321505,สุรินทร์|ศรีณรงค์|ศรีสุข
321601,สุรินทร์|เขวาสินรินทร์|เขวาสินรินทร์
321602,สุรินทร์|เขวาสินรินทร์|บึง
321603,สุรินทร์|เขวาสินรินทร์|ตากูก
321604,สุรินทร์|เขวาสินรินทร์|ปราสาททอง
321605,สุรินทร์|เขวาสินรินทร์|บ้านแร่
321701,สุรินทร์|โนนนารายณ์|หนองหลวง
321702,สุรินทร์|โนนนารายณ์|คำผง
321703,สุรินทร์|โนนนารายณ์|โนน
321704,สุรินทร์|โนนนารายณ์|ระเวียง
321705,สุรินทร์|โนนนารายณ์|หนองเทพ
330101,ศรีสะเกษ|เมืองศรีสะเกษ|เมืองเหนือ
330102,ศรีสะเกษ|เมืองศรีสะเกษ|เมืองใต้
330103,ศรีสะเกษ|เมืองศรีสะเกษ|คูซอด
330104,ศรีสะเกษ|เมืองศรีสะเกษ|ซำ
330105,ศรีสะเกษ|เมืองศรีสะเกษ|จาน
330106,ศรีสะเกษ|เมืองศรีสะเกษ|ตะดอบ
330107,ศรีสะเกษ|เมืองศรีสะเกษ|หนองครก
330111,ศรีสะเกษ|เมืองศรีสะเกษ|โพนข่า
330112,ศรีสะเกษ|เมืองศรีสะเกษ|โพนค้อ
330115,ศรีสะเกษ|เมืองศรีสะเกษ|โพนเขวา
330116,ศรีสะเกษ|เมืองศรีสะเกษ|หญ้าปล้อง
330118,ศรีสะเกษ|เมืองศรีสะเกษ|ทุ่ม
330119,ศรีสะเกษ|เมืองศรีสะเกษ|หนองไฮ
330121,ศรีสะเกษ|เมืองศรีสะเกษ|หนองแก้ว
330122,ศรีสะเกษ|เมืองศรีสะเกษ|น้ำคำ
330123,ศรีสะเกษ|เมืองศรีสะเกษ|โพธิ์
330124,ศรีสะเกษ|เมืองศรีสะเกษ|หมากเขียบ
330127,ศรีสะเกษ|เมืองศรีสะเกษ|หนองไผ่
330201,ศรีสะเกษ|ยางชุมน้อย|ยางชุมน้อย
330202,ศรีสะเกษ|ยางชุมน้อย|ลิ้นฟ้า
330203,ศรีสะเกษ|ยางชุมน้อย|คอนกาม
330204,ศรีสะเกษ|ยางชุมน้อย|โนนคูณ
330205,ศรีสะเกษ|ยางชุมน้อย|กุดเมืองฮาม
330206,ศรีสะเกษ|ยางชุมน้อย|บึงบอน
330207,ศรีสะเกษ|ยางชุมน้อย|ยางชุมใหญ่
330301,ศรีสะเกษ|กันทรารมย์|ดูน
330302,ศรีสะเกษ|กันทรารมย์|โนนสัง
330303,ศรีสะเกษ|กันทรารมย์|หนองหัวช้าง
330304,ศรีสะเกษ|กันทรารมย์|ยาง
330305,ศรีสะเกษ|กันทรารมย์|หนองแวง
330306,ศรีสะเกษ|กันทรารมย์|หนองแก้ว
330307,ศรีสะเกษ|กันทรารมย์|ทาม
330308,ศรีสะเกษ|กันทรารมย์|ละทาย
330309,ศรีสะเกษ|กันทรารมย์|เมืองน้อย
330310,ศรีสะเกษ|กันทรารมย์|อีปาด
330311,ศรีสะเกษ|กันทรารมย์|บัวน้อย
330312,ศรีสะเกษ|กันทรารมย์|หนองบัว
330313,ศรีสะเกษ|กันทรารมย์|ดู่
330314,ศรีสะเกษ|กันทรารมย์|ผักแพว
330315,ศรีสะเกษ|กันทรารมย์|จาน
330320,ศรีสะเกษ|กันทรารมย์|คำเนียม
330401,ศรีสะเกษ|กันทรลักษ์|บึงมะลู
330402,ศรีสะเกษ|กันทรลักษ์|กุดเสลา
330403,ศรีสะเกษ|กันทรลักษ์|เมือง
330405,ศรีสะเกษ|กันทรลักษ์|สังเม็ก
330406,ศรีสะเกษ|กันทรลักษ์|น้ำอ้อม
330407,ศรีสะเกษ|กันทรลักษ์|ละลาย
330408,ศรีสะเกษ|กันทรลักษ์|รุง
330409,ศรีสะเกษ|กันทรลักษ์|ตระกาจ
330411,ศรีสะเกษ|กันทรลักษ์|จานใหญ่
330412,ศรีสะเกษ|กันทรลักษ์|ภูเงิน
330413,ศรีสะเกษ|กันทรลักษ์|ชำ
330414,ศรีสะเกษ|กันทรลักษ์|กระแชง
330415,ศรีสะเกษ|กันทรลักษ์|โนนสำราญ
330416,ศรีสะเกษ|กันทรลักษ์|หนองหญ้าลาด
330419,ศรีสะเกษ|กันทรลักษ์|เสาธงชัย
330420,ศรีสะเกษ|กันทรลักษ์|ขนุน
330421,ศรีสะเกษ|กันทรลักษ์|สวนกล้วย
330423,ศรีสะเกษ|กันทรลักษ์|เวียงเหนือ
330424,ศรีสะเกษ|กันทรลักษ์|ทุ่งใหญ่
330425,ศรีสะเกษ|กันทรลักษ์|ภูผาหมอก
330501,ศรีสะเกษ|ขุขันธ์|กันทรารมย์
330502,ศรีสะเกษ|ขุขันธ์|จะกง
330503,ศรีสะเกษ|ขุขันธ์|ใจดี
330504,ศรีสะเกษ|ขุขันธ์|ดองกำเม็ด
330505,ศรีสะเกษ|ขุขันธ์|โสน
330506,ศรีสะเกษ|ขุขันธ์|ปรือใหญ่
330507,ศรีสะเกษ|ขุขันธ์|สะเดาใหญ่
330508,ศรีสะเกษ|ขุขันธ์|ตาอุด
330509,ศรีสะเกษ|ขุขันธ์|ห้วยเหนือ
330510,ศรีสะเกษ|ขุขันธ์|ห้วยใต้
330511,ศรีสะเกษ|ขุขันธ์|หัวเสือ
330513,ศรีสะเกษ|ขุขันธ์|ตะเคียน
330515,ศรีสะเกษ|ขุขันธ์|นิคมพัฒนา
330517,ศรีสะเกษ|ขุขันธ์|โคกเพชร
330518,ศรีสะเกษ|ขุขันธ์|ปราสาท
330521,ศรีสะเกษ|ขุขันธ์|สำโรงตาเจ็น
330522,ศรีสะเกษ|ขุขันธ์|ห้วยสำราญ
330524,ศรีสะเกษ|ขุขันธ์|กฤษณา
330525,ศรีสะเกษ|ขุขันธ์|ลมศักดิ์
330526,ศรีสะเกษ|ขุขันธ์|หนองฉลอง
330527,ศรีสะเกษ|ขุขันธ์|ศรีตระกูล
330528,ศรีสะเกษ|ขุขันธ์|ศรีสะอาด
330601,ศรีสะเกษ|ไพรบึง|ไพรบึง
330602,ศรีสะเกษ|ไพรบึง|ดินแดง
330603,ศรีสะเกษ|ไพรบึง|ปราสาทเยอ
330604,ศรีสะเกษ|ไพรบึง|สำโรงพลัน
330605,ศรีสะเกษ|ไพรบึง|สุขสวัสดิ์
330606,ศรีสะเกษ|ไพรบึง|โนนปูน
330701,ศรีสะเกษ|ปรางค์กู่|พิมาย
330702,ศรีสะเกษ|ปรางค์กู่|กู่
330703,ศรีสะเกษ|ปรางค์กู่|หนองเชียงทูน
330704,ศรีสะเกษ|ปรางค์กู่|ตูม
330705,ศรีสะเกษ|ปรางค์กู่|สมอ
330706,ศรีสะเกษ|ปรางค์กู่|โพธิ์ศรี
330707,ศรีสะเกษ|ปรางค์กู่|สำโรงปราสาท
330708,ศรีสะเกษ|ปรางค์กู่|ดู่
330709,ศรีสะเกษ|ปรางค์กู่|สวาย
330710,ศรีสะเกษ|ปรางค์กู่|พิมายเหนือ
330801,ศรีสะเกษ|ขุนหาญ|สิ
330802,ศรีสะเกษ|ขุนหาญ|บักดอง
330803,ศรีสะเกษ|ขุนหาญ|พราน
330804,ศรีสะเกษ|ขุนหาญ|โพธิ์วงศ์
330805,ศรีสะเกษ|ขุนหาญ|ไพร
330806,ศรีสะเกษ|ขุนหาญ|กระหวัน
330807,ศรีสะเกษ|ขุนหาญ|ขุนหาญ
330808,ศรีสะเกษ|ขุนหาญ|โนนสูง
330809,ศรีสะเกษ|ขุนหาญ|กันทรอม
330810,ศรีสะเกษ|ขุนหาญ|ภูฝ้าย
330811,ศรีสะเกษ|ขุนหาญ|โพธิ์กระสังข์
330812,ศรีสะเกษ|ขุนหาญ|ห้วยจันทร์
330901,ศรีสะเกษ|ราษีไศล|เมืองคง
330902,ศรีสะเกษ|ราษีไศล|เมืองแคน
330903,ศรีสะเกษ|ราษีไศล|หนองแค
330906,ศรีสะเกษ|ราษีไศล|จิกสังข์ทอง
330907,ศรีสะเกษ|ราษีไศล|ด่าน
330908,ศรีสะเกษ|ราษีไศล|ดู่
330909,ศรีสะเกษ|ราษีไศล|หนองอึ่ง
330910,ศรีสะเกษ|ราษีไศล|บัวหุ่ง
330911,ศรีสะเกษ|ราษีไศล|ไผ่
330912,ศรีสะเกษ|ราษีไศล|ส้มป่อย
330913,ศรีสะเกษ|ราษีไศล|หนองหมี
330914,ศรีสะเกษ|ราษีไศล|หว้านคำ
330915,ศรีสะเกษ|ราษีไศล|สร้างปี่
331001,ศรีสะเกษ|อุทุมพรพิสัย|กำแพง
331002,ศรีสะเกษ|อุทุมพรพิสัย|อี่หล่ำ
331003,ศรีสะเกษ|อุทุมพรพิสัย|ก้านเหลือง
331004,ศรีสะเกษ|อุทุมพรพิสัย|ทุ่งไชย
331005,ศรีสะเกษ|อุทุมพรพิสัย|สำโรง
331006,ศรีสะเกษ|อุทุมพรพิสัย|แขม
331007,ศรีสะเกษ|อุทุมพรพิสัย|หนองไฮ
331008,ศรีสะเกษ|อุทุมพรพิสัย|ขะยูง
331010,ศรีสะเกษ|อุทุมพรพิสัย|ตาเกษ
331011,ศรีสะเกษ|อุทุมพรพิสัย|หัวช้าง
331012,ศรีสะเกษ|อุทุมพรพิสัย|รังแร้ง
331014,ศรีสะเกษ|อุทุมพรพิสัย|แต้
331015,ศรีสะเกษ|อุทุมพรพิสัย|แข้
331016,ศรีสะเกษ|อุทุมพรพิสัย|โพธิ์ชัย
331017,ศรีสะเกษ|อุทุมพรพิสัย|ปะอาว
331018,ศรีสะเกษ|อุทุมพรพิสัย|หนองห้าง
331022,ศรีสะเกษ|อุทุมพรพิสัย|สระกำแพงใหญ่
331024,ศรีสะเกษ|อุทุมพรพิสัย|โคกหล่าม
331025,ศรีสะเกษ|อุทุมพรพิสัย|โคกจาน
331101,ศรีสะเกษ|บึงบูรพ์|เป๊าะ
331102,ศรีสะเกษ|บึงบูรพ์|บึงบูรพ์
331201,ศรีสะเกษ|ห้วยทับทัน|ห้วยทับทัน
331202,ศรีสะเกษ|ห้วยทับทัน|เมืองหลวง
331203,ศรีสะเกษ|ห้วยทับทัน|กล้วยกว้าง
331204,ศรีสะเกษ|ห้วยทับทัน|ผักไหม
331205,ศรีสะเกษ|ห้วยทับทัน|จานแสนไชย
331206,ศรีสะเกษ|ห้วยทับทัน|ปราสาท
331301,ศรีสะเกษ|โนนคูณ|โนนค้อ
331302,ศรีสะเกษ|โนนคูณ|บก
331303,ศรีสะเกษ|โนนคูณ|โพธิ์
331304,ศรีสะเกษ|โนนคูณ|หนองกุง
331305,ศรีสะเกษ|โนนคูณ|เหล่ากวาง
331401,ศรีสะเกษ|ศรีรัตนะ|ศรีแก้ว
331402,ศรีสะเกษ|ศรีรัตนะ|พิงพวย
331403,ศรีสะเกษ|ศรีรัตนะ|สระเยาว์
331404,ศรีสะเกษ|ศรีรัตนะ|ตูม
331405,ศรีสะเกษ|ศรีรัตนะ|เสื่องข้าว
331406,ศรีสะเกษ|ศรีรัตนะ|ศรีโนนงาม
331407,ศรีสะเกษ|ศรีรัตนะ|สะพุง
331501,ศรีสะเกษ|น้ำเกลี้ยง|น้ำเกลี้ยง
331502,ศรีสะเกษ|น้ำเกลี้ยง|ละเอาะ
331503,ศรีสะเกษ|น้ำเกลี้ยง|ตองปิด
331504,ศรีสะเกษ|น้ำเกลี้ยง|เขิน
331505,ศรีสะเกษ|น้ำเกลี้ยง|รุ่งระวี
331506,ศรีสะเกษ|น้ำเกลี้ยง|คูบ
331601,ศรีสะเกษ|วังหิน|บุสูง
331602,ศรีสะเกษ|วังหิน|ธาตุ
331603,ศรีสะเกษ|วังหิน|ดวนใหญ่
331604,ศรีสะเกษ|วังหิน|บ่อแก้ว
331605,ศรีสะเกษ|วังหิน|ศรีสำราญ
331606,ศรีสะเกษ|วังหิน|ทุ่งสว่าง
331607,ศรีสะเกษ|วังหิน|วังหิน
331608,ศรีสะเกษ|วังหิน|โพนยาง
331701,ศรีสะเกษ|ภูสิงห์|โคกตาล
331702,ศรีสะเกษ|ภูสิงห์|ห้วยตามอญ
331703,ศรีสะเกษ|ภูสิงห์|ห้วยตึ๊กชู
331704,ศรีสะเกษ|ภูสิงห์|ละลม
331705,ศรีสะเกษ|ภูสิงห์|ตะเคียนราม
331706,ศรีสะเกษ|ภูสิงห์|ดงรัก
331707,ศรีสะเกษ|ภูสิงห์|ไพรพัฒนา
331801,ศรีสะเกษ|เมืองจันทร์|เมืองจันทร์
331802,ศรีสะเกษ|เมืองจันทร์|ตาโกน
331803,ศรีสะเกษ|เมืองจันทร์|หนองใหญ่
331901,ศรีสะเกษ|เบญจลักษ์|เสียว
331902,ศรีสะเกษ|เบญจลักษ์|หนองหว้า
331903,ศรีสะเกษ|เบญจลักษ์|หนองงูเหลือม
331904,ศรีสะเกษ|เบญจลักษ์|หนองฮาง
331905,ศรีสะเกษ|เบญจลักษ์|ท่าคล้อ
332001,ศรีสะเกษ|พยุห์|พยุห์
332002,ศรีสะเกษ|พยุห์|พรหมสวัสดิ์
332003,ศรีสะเกษ|พยุห์|ตำแย
332004,ศรีสะเกษ|พยุห์|โนนเพ็ก
332005,ศรีสะเกษ|พยุห์|หนองค้า
332101,ศรีสะเกษ|โพธิ์ศรีสุวรรณ|โดด
332102,ศรีสะเกษ|โพธิ์ศรีสุวรรณ|เสียว
332103,ศรีสะเกษ|โพธิ์ศรีสุวรรณ|หนองม้า
332104,ศรีสะเกษ|โพธิ์ศรีสุวรรณ|ผือใหญ่
332105,ศรีสะเกษ|โพธิ์ศรีสุวรรณ|อีเซ
332201,ศรีสะเกษ|ศิลาลาด|กุง
332202,ศรีสะเกษ|ศิลาลาด|คลีกลิ้ง
332203,ศรีสะเกษ|ศิลาลาด|หนองบัวดง
332204,ศรีสะเกษ|ศิลาลาด|โจดม่วง
340101,อุบลราชธานี|เมืองอุบลราชธานี|ในเมือง
340104,อุบลราชธานี|เมืองอุบลราชธานี|หัวเรือ
340105,อุบลราชธานี|เมืองอุบลราชธานี|หนองขอน
340107,อุบลราชธานี|เมืองอุบลราชธานี|ปทุม
340108,อุบลราชธานี|เมืองอุบลราชธานี|ขามใหญ่
340109,อุบลราชธานี|เมืองอุบลราชธานี|แจระแม
340111,อุบลราชธานี|เมืองอุบลราชธานี|หนองบ่อ
340112,อุบลราชธานี|เมืองอุบลราชธานี|ไร่น้อย
340113,อุบลราชธานี|เมืองอุบลราชธานี|กระโสบ
340116,อุบลราชธานี|เมืองอุบลราชธานี|กุดลาด
340119,อุบลราชธานี|เมืองอุบลราชธานี|ขี้เหล็ก
340120,อุบลราชธานี|เมืองอุบลราชธานี|ปะอาว
340201,อุบลราชธานี|ศรีเมืองใหม่|นาคำ
340202,อุบลราชธานี|ศรีเมืองใหม่|แก้งกอก
340203,อุบลราชธานี|ศรีเมืองใหม่|เอือดใหญ่
340204,อุบลราชธานี|ศรีเมืองใหม่|วาริน
340205,อุบลราชธานี|ศรีเมืองใหม่|ลาดควาย
340206,อุบลราชธานี|ศรีเมืองใหม่|สงยาง
340207,อุบลราชธานี|ศรีเมืองใหม่|ตะบ่าย
340208,อุบลราชธานี|ศรีเมืองใหม่|คำไหล
340209,อุบลราชธานี|ศรีเมืองใหม่|หนามแท่ง
340210,อุบลราชธานี|ศรีเมืองใหม่|นาเลิน
340211,อุบลราชธานี|ศรีเมืองใหม่|ดอนใหญ่
340301,อุบลราชธานี|โขงเจียม|โขงเจียม
340302,อุบลราชธานี|โขงเจียม|ห้วยยาง
340303,อุบลราชธานี|โขงเจียม|นาโพธิ์กลาง
340304,อุบลราชธานี|โขงเจียม|หนองแสงใหญ่
340305,อุบลราชธานี|โขงเจียม|ห้วยไผ่
340401,อุบลราชธานี|เขื่องใน|เขื่องใน
340402,อุบลราชธานี|เขื่องใน|สร้างถ่อ
340403,อุบลราชธานี|เขื่องใน|ค้อทอง
340404,อุบลราชธานี|เขื่องใน|ก่อเอ้
340405,อุบลราชธานี|เขื่องใน|หัวดอน
340406,อุบลราชธานี|เขื่องใน|ชีทวน
340407,อุบลราชธานี|เขื่องใน|ท่าไห
340408,อุบลราชธานี|เขื่องใน|นาคำใหญ่
340409,อุบลราชธานี|เขื่องใน|แดงหม้อ
340410,อุบลราชธานี|เขื่องใน|ธาตุน้อย
340411,อุบลราชธานี|เขื่องใน|บ้านไทย
340412,อุบลราชธานี|เขื่องใน|บ้านกอก
340413,อุบลราชธานี|เขื่องใน|กลางใหญ่
340414,อุบลราชธานี|เขื่องใน|โนนรัง
340415,อุบลราชธานี|เขื่องใน|ยางขี้นก
340416,อุบลราชธานี|เขื่องใน|ศรีสุข
340417,อุบลราชธานี|เขื่องใน|สหธาตุ
340418,อุบลราชธานี|เขื่องใน|หนองเหล่า
340501,อุบลราชธานี|เขมราฐ|เขมราฐ
340503,อุบลราชธานี|เขมราฐ|ขามป้อม
340504,อุบลราชธานี|เขมราฐ|เจียด
340507,อุบลราชธานี|เขมราฐ|หนองผือ
340508,อุบลราชธานี|เขมราฐ|นาแวง
340510,อุบลราชธานี|เขมราฐ|แก้งเหนือ
340511,อุบลราชธานี|เขมราฐ|หนองนกทา
340512,อุบลราชธานี|เขมราฐ|หนองสิม
340513,อุบลราชธานี|เขมราฐ|หัวนา
340701,อุบลราชธานี|เดชอุดม|เมืองเดช
340702,อุบลราชธานี|เดชอุดม|นาส่วง
340704,อุบลราชธานี|เดชอุดม|นาเจริญ
340706,อุบลราชธานี|เดชอุดม|ทุ่งเทิง
340708,อุบลราชธานี|เดชอุดม|สมสะอาด
340709,อุบลราชธานี|เดชอุดม|กุดประทาย
340710,อุบลราชธานี|เดชอุดม|ตบหู
340711,อุบลราชธานี|เดชอุดม|กลาง
340712,อุบลราชธานี|เดชอุดม|แก้ง
340713,อุบลราชธานี|เดชอุดม|ท่าโพธิ์ศรี
340715,อุบลราชธานี|เดชอุดม|บัวงาม
340716,อุบลราชธานี|เดชอุดม|คำครั่ง
340717,อุบลราชธานี|เดชอุดม|นากระแซง
340720,อุบลราชธานี|เดชอุดม|โพนงาม
340721,อุบลราชธานี|เดชอุดม|ป่าโมง
340723,อุบลราชธานี|เดชอุดม|โนนสมบูรณ์
340801,อุบลราชธานี|นาจะหลวย|นาจะหลวย
340802,อุบลราชธานี|นาจะหลวย|โนนสมบูรณ์
340803,อุบลราชธานี|นาจะหลวย|พรสวรรค์
340804,อุบลราชธานี|นาจะหลวย|บ้านตูม
340805,อุบลราชธานี|นาจะหลวย|โสกแสง
340806,อุบลราชธานี|นาจะหลวย|โนนสวรรค์
340901,อุบลราชธานี|น้ำยืน|โซง
340903,อุบลราชธานี|น้ำยืน|ยาง
340904,อุบลราชธานี|น้ำยืน|โดมประดิษฐ์
340906,อุบลราชธานี|น้ำยืน|บุเปือย
340907,อุบลราชธานี|น้ำยืน|สีวิเชียร
340909,อุบลราชธานี|น้ำยืน|ยางใหญ่
340911,อุบลราชธานี|น้ำยืน|เก่าขาม
341001,อุบลราชธานี|บุณฑริก|โพนงาม
341002,อุบลราชธานี|บุณฑริก|ห้วยข่า
341003,อุบลราชธานี|บุณฑริก|คอแลน
341004,อุบลราชธานี|บุณฑริก|นาโพธิ์
341005,อุบลราชธานี|บุณฑริก|หนองสะโน
341006,อุบลราชธานี|บุณฑริก|โนนค้อ
341007,อุบลราชธานี|บุณฑริก|บัวงาม
341008,อุบลราชธานี|บุณฑริก|บ้านแมด
341101,อุบลราชธานี|ตระการพืชผล|ขุหลุ
341102,อุบลราชธานี|ตระการพืชผล|กระเดียน
341103,อุบลราชธานี|ตระการพืชผล|เกษม
341104,อุบลราชธานี|ตระการพืชผล|กุศกร
341105,อุบลราชธานี|ตระการพืชผล|ขามเปี้ย
341106,อุบลราชธานี|ตระการพืชผล|คอนสาย
341107,อุบลราชธานี|ตระการพืชผล|โคกจาน
341108,อุบลราชธานี|ตระการพืชผล|นาพิน
341109,อุบลราชธานี|ตระการพืชผล|นาสะไม
341110,อุบลราชธานี|ตระการพืชผล|โนนกุง
341111,อุบลราชธานี|ตระการพืชผล|ตระการ
341112,อุบลราชธานี|ตระการพืชผล|ตากแดด
341113,อุบลราชธานี|ตระการพืชผล|ไหล่ทุ่ง
341114,อุบลราชธานี|ตระการพืชผล|เป้า
341115,อุบลราชธานี|ตระการพืชผล|เซเป็ด
341116,อุบลราชธานี|ตระการพืชผล|สะพือ
341117,อุบลราชธานี|ตระการพืชผล|หนองเต่า
341118,อุบลราชธานี|ตระการพืชผล|ถ้ำแข้
341119,อุบลราชธานี|ตระการพืชผล|ท่าหลวง
341120,อุบลราชธานี|ตระการพืชผล|ห้วยฝ้ายพัฒนา
341121,อุบลราชธานี|ตระการพืชผล|กุดยาลวน
341122,อุบลราชธานี|ตระการพืชผล|บ้านแดง
341123,อุบลราชธานี|ตระการพืชผล|คำเจริญ
341201,อุบลราชธานี|กุดข้าวปุ้น|ข้าวปุ้น
341202,อุบลราชธานี|กุดข้าวปุ้น|โนนสวาง
341203,อุบลราชธานี|กุดข้าวปุ้น|แก่งเค็ง
341204,อุบลราชธานี|กุดข้าวปุ้น|กาบิน
341205,อุบลราชธานี|กุดข้าวปุ้น|หนองทันน้ำ
341401,อุบลราชธานี|ม่วงสามสิบ|ม่วงสามสิบ
341402,อุบลราชธานี|ม่วงสามสิบ|เหล่าบก
341403,อุบลราชธานี|ม่วงสามสิบ|ดุมใหญ่
341404,อุบลราชธานี|ม่วงสามสิบ|หนองช้างใหญ่
341405,อุบลราชธานี|ม่วงสามสิบ|หนองเมือง
341406,อุบลราชธานี|ม่วงสามสิบ|เตย
341407,อุบลราชธานี|ม่วงสามสิบ|ยางสักกระโพหลุ่ม
341408,อุบลราชธานี|ม่วงสามสิบ|หนองไข่นก
341409,อุบลราชธานี|ม่วงสามสิบ|หนองเหล่า
341410,อุบลราชธานี|ม่วงสามสิบ|หนองฮาง
341411,อุบลราชธานี|ม่วงสามสิบ|ยางโยภาพ
341412,อุบลราชธานี|ม่วงสามสิบ|ไผ่ใหญ่
341413,อุบลราชธานี|ม่วงสามสิบ|นาเลิง
341414,อุบลราชธานี|ม่วงสามสิบ|โพนแพง
341501,อุบลราชธานี|วารินชำราบ|วารินชำราบ
341502,อุบลราชธานี|วารินชำราบ|ธาตุ
341504,อุบลราชธานี|วารินชำราบ|ท่าลาด
341505,อุบลราชธานี|วารินชำราบ|โนนโหนน
341507,อุบลราชธานี|วารินชำราบ|คูเมือง
341508,อุบลราชธานี|วารินชำราบ|สระสมิง
341510,อุบลราชธานี|วารินชำราบ|คำน้ำแซบ
341511,อุบลราชธานี|วารินชำราบ|บุ่งหวาย
341515,อุบลราชธานี|วารินชำราบ|คำขวาง
341516,อุบลราชธานี|วารินชำราบ|โพธิ์ใหญ่
341518,อุบลราชธานี|วารินชำราบ|แสนสุข
341520,อุบลราชธานี|วารินชำราบ|หนองกินเพล
341521,อุบลราชธานี|วารินชำราบ|โนนผึ้ง
341522,อุบลราชธานี|วารินชำราบ|เมืองศรีไค
341524,อุบลราชธานี|วารินชำราบ|ห้วยขะยูง
